capture,ordinal,counter,field,previous_picture_top_line,picture_top_line,previous_switch_first_line,switch_first_line,dp,ds,previous_status,status,raw_rows
sp_vstab_off,46,217,1,23,23,260,260,0,0,observed,observed,L23=123.561/29.263 L259=92.561/39.765 L260=79.450/39.196 L262=67.208/50.772 L263=1.392/0.498
sp_vstab_off,46,217,2,286,286,523,523,0,0,observed,observed,L286=123.234/29.739 L522=90.844/39.385 L523=97.841/44.900 L525=70.497/53.897 L526=1.369/0.502
sp_vstab_off,47,218,1,23,23,260,260,0,0,observed,observed,L23=122.250/29.679 L259=94.094/38.261 L260=85.177/38.757 L262=67.686/51.851 L263=1.381/0.489
sp_vstab_off,47,218,2,286,286,523,523,0,0,observed,observed,L286=122.386/29.769 L522=93.845/38.571 L523=90.570/42.414 L525=72.181/54.802 L526=1.363/0.500
sp_vstab_off,48,219,1,23,23,260,260,0,0,observed,observed,L23=122.172/27.995 L259=93.728/39.675 L260=83.720/39.466 L262=69.323/51.065 L263=1.394/0.492
sp_vstab_off,48,219,2,286,286,523,523,0,0,observed,observed,L286=124.608/27.983 L522=94.122/38.534 L523=87.164/39.804 L525=71.109/55.514 L526=1.380/0.517
sp_vstab_off,49,220,1,23,23,260,261,0,1,observed,observed,L23=105.906/30.909 L260=80.548/35.639 L261=60.536/46.135 L262=60.150/45.723 L263=1.366/0.494
sp_vstab_off,49,220,2,286,286,523,523,0,0,observed,observed,L286=105.359/31.362 L522=83.803/35.270 L523=75.289/30.663 L525=64.130/44.959 L526=1.370/0.502
sp_vstab_off,50,221,1,23,23,261,261,0,0,observed,observed,L23=104.747/31.457 L260=81.792/35.536 L261=58.073/44.382 L262=58.786/45.154 L263=1.367/0.492
sp_vstab_off,50,221,2,286,286,523,523,0,0,observed,observed,L286=108.242/31.420 L522=84.348/35.689 L523=69.677/30.740 L525=61.625/45.390 L526=1.370/0.529
sp_vstab_off,51,222,1,23,23,261,261,0,0,observed,observed,L23=104.047/31.132 L260=81.963/35.471 L261=59.942/44.797 L262=57.373/44.829 L263=1.389/0.497
sp_vstab_off,51,222,2,286,286,523,523,0,0,observed,observed,L286=106.322/30.858 L522=81.952/34.583 L523=66.647/31.209 L525=60.648/44.161 L526=1.372/0.518
sp_vstab_off,52,223,1,23,23,261,261,0,0,observed,observed,L23=103.966/30.825 L260=80.658/34.553 L261=60.817/47.160 L262=58.053/45.037 L263=1.394/0.510
sp_vstab_off,52,223,2,286,286,523,523,0,0,observed,observed,L286=107.222/31.445 L522=82.506/34.978 L523=66.455/30.859 L525=60.798/44.398 L526=1.364/0.531
sp_vstab_off,53,224,1,23,23,261,261,0,0,observed,observed,L23=103.267/29.658 L260=80.795/35.009 L261=60.759/45.749 L262=57.994/44.654 L263=1.367/0.492
sp_vstab_off,53,224,2,286,286,523,523,0,0,observed,observed,L286=106.603/31.875 L522=80.914/35.252 L523=68.581/30.250 L525=58.350/43.827 L526=1.397/0.508
sp_vstab_off,54,225,1,23,23,261,261,0,0,observed,observed,L23=102.422/31.865 L260=79.678/34.618 L261=59.150/45.460 L262=58.017/45.416 L263=1.381/0.495
sp_vstab_off,54,225,2,286,286,523,523,0,0,observed,observed,L286=104.223/31.937 L522=81.342/35.474 L523=66.344/31.016 L525=58.809/44.985 L526=1.394/0.520
sp_vstab_off,55,226,1,23,23,261,261,0,0,observed,observed,L23=105.717/31.022 L260=79.286/35.464 L261=58.328/45.381 L262=56.483/46.048 L263=1.406/0.510
sp_vstab_off,55,226,2,286,286,523,523,0,0,observed,observed,L286=107.145/31.134 L522=80.356/35.204 L523=64.794/29.898 L525=56.047/43.951 L526=1.384/0.505
sp_vstab_off,56,227,1,23,23,261,261,0,0,observed,observed,L23=105.117/31.087 L260=80.147/35.593 L261=57.931/45.185 L262=54.291/43.617 L263=1.391/0.537
sp_vstab_off,56,227,2,286,286,523,523,0,0,observed,observed,L286=106.272/31.947 L522=81.959/36.112 L523=66.942/30.607 L525=56.255/43.592 L526=1.403/0.521
sp_vstab_off,57,228,1,23,23,261,261,0,0,observed,observed,L23=105.609/32.304 L260=80.131/35.572 L261=59.022/45.764 L262=54.745/44.976 L263=1.400/0.515
sp_vstab_off,57,228,2,286,286,523,523,0,0,observed,observed,L286=107.591/30.584 L522=80.583/35.923 L523=66.513/31.108 L525=58.747/45.743 L526=1.398/0.521
sp_vstab_off,58,229,1,23,23,261,261,0,0,observed,observed,L23=107.925/30.885 L260=78.478/36.069 L261=54.041/44.279 L262=55.184/44.768 L263=1.375/0.515
sp_vstab_off,58,229,2,286,286,523,523,0,0,observed,observed,L286=109.647/30.891 L522=80.409/36.025 L523=65.806/32.038 L525=60.364/45.857 L526=1.402/0.521
sp_vstab_off,59,230,1,23,23,261,261,0,0,observed,observed,L23=107.131/31.063 L260=77.188/35.741 L261=54.061/44.979 L262=55.498/46.305 L263=1.370/0.517
sp_vstab_off,59,230,2,286,286,523,523,0,0,observed,observed,L286=109.278/31.013 L522=76.514/36.423 L523=61.764/32.046 L525=58.917/44.462 L526=1.394/0.520
sp_vstab_off,60,231,1,23,23,261,261,0,0,observed,observed,L23=109.245/30.797 L260=75.628/37.519 L261=56.808/45.909 L262=60.306/45.799 L263=1.381/0.489
sp_vstab_off,60,231,2,286,286,523,523,0,0,observed,observed,L286=108.002/32.183 L522=78.350/36.636 L523=69.873/34.125 L525=60.722/46.870 L526=1.378/0.531
sp_vstab_off,61,232,1,23,23,261,261,0,0,observed,observed,L23=109.714/30.215 L260=74.633/36.456 L261=57.259/44.411 L262=58.869/46.188 L263=1.387/0.506
sp_vstab_off,61,232,2,286,286,523,523,0,0,observed,observed,L286=36.066/55.925 L522=75.266/37.326 L523=71.278/31.561 L525=64.263/45.714 L526=1.366/0.513
sp_vstab_off,62,233,1,23,23,261,261,0,0,observed,observed,L23=109.055/31.426 L260=74.567/37.783 L261=57.195/45.635 L262=58.847/46.850 L263=1.383/0.496
sp_vstab_off,62,233,2,286,286,523,523,0,0,observed,observed,L286=110.097/31.789 L522=79.034/38.228 L523=76.167/30.087 L525=64.047/48.384 L526=1.389/0.519
sp_vstab_off,63,234,1,23,23,261,260,0,-1,observed,observed,L23=108.322/30.659 L259=78.433/37.497 L260=77.048/36.296 L262=60.389/46.849 L263=1.375/0.494
sp_vstab_off,63,234,2,286,286,523,523,0,0,observed,observed,L286=36.816/56.684 L522=78.147/37.685 L523=78.153/31.988 L525=62.867/47.181 L526=1.369/0.514
sp_vstab_off,64,235,1,23,23,260,260,0,0,observed,observed,L23=109.527/31.415 L259=76.606/36.060 L260=76.727/36.833 L262=59.414/47.005 L263=1.381/0.498
sp_vstab_off,64,235,2,286,286,523,523,0,0,observed,observed,L286=35.959/56.300 L522=81.006/37.833 L523=78.414/31.046 L525=65.409/47.533 L526=1.373/0.515
sp_vstab_off,65,236,1,23,23,260,261,0,1,observed,observed,L23=108.048/31.309 L260=77.614/36.695 L261=59.630/46.179 L262=60.639/47.938 L263=1.408/0.522
sp_vstab_off,65,236,2,286,287,523,524,1,1,observed,censored,L287=108.466/31.482 L523=79.636/37.032 L524=78.456/30.877 L525=58.536/43.605 L526=1.377/0.504
sp_vstab_off,66,237,1,23,23,261,260,0,-1,observed,observed,L23=108.044/30.362 L259=77.030/35.780 L260=77.233/37.302 L262=61.062/46.524 L263=1.398/0.508
sp_vstab_off,66,237,2,287,286,524,523,-1,-1,censored,observed,L286=37.094/56.771 L522=80.577/38.030 L523=79.789/31.984 L525=63.325/47.208 L526=1.397/0.520
sp_vstab_off,67,238,1,23,23,260,260,0,0,observed,observed,L23=111.272/31.256 L259=80.133/37.494 L260=79.388/38.769 L262=60.359/46.629 L263=1.370/0.489
sp_vstab_off,67,238,2,286,286,523,523,0,0,observed,observed,L286=36.400/54.870 L522=80.798/37.085 L523=86.253/40.494 L525=66.994/47.992 L526=1.392/0.537
sp_vstab_off,68,239,1,23,23,260,261,0,1,observed,observed,L23=109.372/30.328 L260=80.573/38.790 L261=59.513/46.434 L262=61.486/46.289 L263=1.380/0.540
sp_vstab_off,68,239,2,286,287,523,524,1,1,observed,censored,L287=109.189/32.413 L523=83.959/38.326 L524=81.123/33.652 L525=63.117/45.258 L526=1.372/0.515
sp_vstab_off,69,240,1,23,23,261,260,0,-1,observed,observed,L23=110.787/31.065 L259=81.227/38.258 L260=77.673/36.470 L262=61.628/47.282 L263=1.386/0.490
sp_vstab_off,69,240,2,287,286,524,523,-1,-1,censored,observed,L286=110.145/32.005 L522=82.050/37.247 L523=84.902/33.311 L525=64.658/46.630 L526=1.395/0.535
sp_vstab_off,70,241,1,23,23,260,260,0,0,observed,observed,L23=109.094/31.265 L259=83.136/35.703 L260=78.745/35.515 L262=64.134/48.849 L263=1.391/0.504
sp_vstab_off,70,241,2,286,286,523,523,0,0,observed,observed,L286=111.411/32.098 L522=83.748/37.740 L523=85.517/34.244 L525=68.912/49.037 L526=1.381/0.532
sp_vstab_off,71,242,1,23,23,260,261,0,1,observed,observed,L23=110.894/32.292 L260=78.287/35.453 L261=64.395/48.059 L262=63.827/50.079 L263=1.383/0.489
sp_vstab_off,71,242,2,286,286,523,523,0,0,observed,observed,L286=36.800/55.985 L522=86.025/36.958 L523=87.627/35.350 L525=66.658/47.478 L526=1.380/0.517
sp_vstab_off,72,243,1,23,23,261,260,0,-1,observed,observed,L23=109.622/31.508 L259=83.683/36.879 L260=82.312/40.661 L262=64.505/48.947 L263=1.358/0.489
sp_vstab_off,72,243,2,286,286,523,523,0,0,observed,observed,L286=37.167/57.280 L522=85.658/37.516 L523=87.348/33.419 L525=67.089/47.631 L526=1.383/0.517
sp_vstab_off,73,244,1,23,23,260,261,0,1,observed,observed,L23=111.384/31.799 L260=81.502/36.299 L261=62.858/48.429 L262=63.441/48.828 L263=1.367/0.504
sp_vstab_off,73,244,2,286,287,523,524,1,1,observed,censored,L287=106.434/31.693 L523=81.536/35.902 L524=73.559/31.165 L525=62.688/44.918 L526=1.381/0.520
sp_vstab_off,74,245,1,23,23,261,261,0,0,observed,observed,L23=105.492/30.365 L260=81.339/36.240 L261=69.589/32.631 L262=62.119/47.999 L263=1.383/0.499
sp_vstab_off,74,245,2,287,286,524,524,-1,0,censored,observed,L286=34.388/53.863 L523=84.091/36.430 L524=61.769/43.077 L525=66.111/46.492 L526=1.394/0.520
sp_vstab_off,75,246,1,23,23,261,261,0,0,observed,observed,L23=107.981/31.681 L260=83.002/36.071 L261=79.509/30.886 L262=64.025/48.552 L263=1.378/0.507
sp_vstab_off,75,246,2,286,286,524,523,0,-1,observed,observed,L286=36.895/56.194 L522=83.930/36.825 L523=79.470/28.752 L525=66.152/45.420 L526=1.386/0.518
sp_vstab_off,76,247,1,23,23,261,261,0,0,observed,observed,L23=107.889/30.874 L260=84.378/36.077 L261=64.388/44.959 L262=64.442/48.125 L263=1.361/0.487
sp_vstab_off,76,247,2,286,287,523,524,1,1,observed,censored,L287=108.452/31.996 L523=83.886/36.996 L524=76.600/31.438 L525=61.633/43.445 L526=1.372/0.518
sp_vstab_off,77,248,1,23,23,261,261,0,0,observed,observed,L23=108.216/31.785 L260=84.405/36.456 L261=62.109/45.818 L262=64.308/49.339 L263=1.363/0.503
sp_vstab_off,77,248,2,287,286,524,523,-1,-1,censored,observed,L286=108.031/31.650 L522=85.470/37.613 L523=71.569/34.367 L525=67.986/48.390 L526=1.375/0.503
sp_vstab_off,78,249,1,23,23,261,261,0,0,observed,observed,L23=106.517/31.527 L260=84.780/36.374 L261=63.422/48.552 L262=63.475/49.276 L263=1.380/0.492
