ordinal,local_exact,counter,event,no_placement_expected,f1_blank_mean,f1_blank_noise,f1_active_top_line,f1_top_line,f1_top_valid,f1_top_status,f1_bottom_line,f1_bottom_valid,f1_bottom_censored,f1_visible_height,f1_height_valid,f1_line21_lines,f1_line21_bytes,f1_line21_unique_line,f1_line21_implied_top,f1_gap_line,f1_gap_valid,f1_gap_implied_top,f1_body_shift,f1_body_mad,f1_body_second_mad,f1_body_ratio,f1_body_unique,f1_static_fraction,f1_band_shifts,f1_band_mads,f1_repeated,f2_blank_mean,f2_blank_noise,f2_active_top_line,f2_top_line,f2_top_valid,f2_top_status,f2_bottom_line,f2_bottom_valid,f2_bottom_censored,f2_visible_height,f2_height_valid,f2_line21_lines,f2_line21_bytes,f2_line21_unique_line,f2_line21_implied_top,f2_gap_line,f2_gap_valid,f2_gap_implied_top,f2_body_shift,f2_body_mad,f2_body_second_mad,f2_body_ratio,f2_body_unique,f2_static_fraction,f2_band_shifts,f2_band_mads,f2_repeated,comb_crop_f1_line,comb_crop_f2_line,comb_best_shift,comb_best_energy,comb_second_energy,comb_ratio,comb_static_fraction,comb_valid
9446,456,13956,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,4.686933517456055,9.642305374145508,0.4860801785041377,1,0.7075,0 0 0,4.767 4.564 4.829,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,7.737314224243164,10.82736873626709,0.7146070677658225,1,0.684453125,0 0 0,7.744 7.304 8.318,0,23,286,0,4.261050224304199,5.957993507385254,0.7151820858855247,0.3327928870292887,1
9447,457,13957,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,7.812275409698486,10.75387191772461,0.7264616381400487,1,0.68546875,0 0 0,7.721 7.619 8.243,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.81591796875,9.826061248779297,0.4901168277725001,1,0.705234375,0 0 0,4.916 4.657 5.100,0,23,286,0,4.218136310577393,5.6916656494140625,0.7411075369495106,0.372907949790795,1
9448,458,13958,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,4.856493949890137,9.787283897399902,0.4962044629338193,1,0.708046875,0 0 0,4.900 4.753 5.000,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,5.008457183837891,9.923870086669922,0.5046879030153185,1,0.70109375,0 0 0,5.082 4.963 5.142,0,23,286,0,4.608715057373047,6.975042819976807,0.6607436221285264,0.34926778242677825,1
9449,459,13959,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,7.278847694396973,10.307576179504395,0.7061648216454852,1,0.6971875,0 0 0,6.859 7.310 8.140,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,7.586621284484863,10.595891952514648,0.7159964747172024,1,0.715625,0 0 0,7.192 7.327 8.566,0,23,286,0,4.297446250915527,5.903604030609131,0.727936058826784,0.39042887029288703,1
9450,460,13960,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,0,4.65457010269165,9.559374809265137,0.486911560176545,1,0.71765625,0 0 0,4.740 4.506 4.945,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.971171855926514,9.801886558532715,0.5071648020246695,1,0.700703125,0 0 0,5.106 4.781 5.281,0,23,286,0,4.404573917388916,6.815412521362305,0.6462666645024304,0.36563807531380754,1
9451,461,13961,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,0,4.680849552154541,9.71229362487793,0.4819509925198923,1,0.720390625,0 0 0,4.784 4.533 4.998,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,7.641181468963623,10.592453002929688,0.7213797849138632,1,0.684140625,0 0 1,7.137 7.295 8.867,0,23,286,0,4.381168365478516,6.246667385101318,0.701360917011184,0.33174686192468616,1
9452,462,13962,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,7.460400581359863,10.37460708618164,0.7191019880932814,1,0.68421875,0 0 0,6.989 7.494 8.314,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.765468597412109,9.690752983093262,0.49175421205411685,1,0.712265625,0 0 0,4.878 4.514 5.406,0,23,286,0,4.275826930999756,6.07272481918335,0.7041035216172964,0.3170502092050209,1
9453,463,13963,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,1,4.774764060974121,9.534433364868164,0.5007915917235154,1,0.7143867924528302,1 1 1,4.947 4.596 4.869,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.817001819610596,9.671501159667969,0.4980614425916036,1,0.693046875,0 0 0,4.922 4.599 5.383,0,23,286,-1,3.5815420150756836,3.648519277572632,0.9816426178947015,0.349163179916318,1
9454,464,13964,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,0,7.473711013793945,10.14410400390625,0.7367541786752185,1,0.693671875,0 0 0,7.700 6.937 8.336,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,7.655146598815918,10.401140213012695,0.7359910973259153,1,0.67796875,0 0 0,7.949 6.775 8.905,0,23,286,-1,4.653242588043213,5.974738597869873,0.7788194431974308,0.3853033472803347,1
9455,465,13965,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,1,4.759129524230957,9.54546070098877,0.4985751524531426,1,0.7037735849056603,1 1 1,4.904 4.513 5.158,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.914814472198486,9.892354965209961,0.49682957086388496,1,0.698828125,0 0 0,5.010 4.752 5.180,0,23,286,-2,3.5778584480285645,3.628779172897339,0.9859675327589258,0.3433054393305439,1
9456,466,13966,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,-1,4.823466777801514,9.472548484802246,0.5092047600009947,1,0.7084905660377359,-1 -1 -1,4.861 4.736 5.058,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,6.982705116271973,9.560308456420898,0.7303849188654834,1,0.68421875,0 0 0,6.630 6.789 8.136,0,23,286,-1,3.6569712162017822,3.6723644733428955,0.9958083525606322,0.392102510460251,1
